owm_city_name,owm_country
San Vicente,AR
San Vicente,CO
San Vicente,CR
San Vicente,MX
San Vicente,SV
San Vicente,CL
San Vicente,PH
San Vito,IT
San Vito,CR
Sande,PT
Sande,DE
Sandown,US
Sandown,GB
Sandwich,GB
Sandwich,US
Sandy,GB
Sandy,US
Sandy Bay,AU
Sandy Bay,JM
Santa Ana,HN
Santa Ana,PE
Santa Ana,SV
Santa Ana,CR
Santa Ana,AR
Santa Ana,MX
Santa Ana,US
Santa Ana,CO
Santa Ana,GT
Santa Ana,EC
Santa Ana,PH
Santa Barbara,MX
Santa Barbara,PH
Santa Barbara,GT
Santa Barbara,BO
Santa Barbara,ES
Santa Barbara,CO
Santa Barbara,US
Santa Barbara,PR
Santa Barbara,HN
Santa Brigida,ES
Santa Brigida,PH
Santa Catalina,CO
Santa Catalina,PH
Santa Cecilia,BR
Santa Cecilia,PH
Santa Clara,CU
Santa Clara,US
Santa Clara,AR
Santa Clara,MX
Santa Clara,PH
Santa Cruz,CR
Santa Cruz,BR
Santa Cruz,US
Santa Cruz,PT
Santa Cruz,PH
Santa Cruz,CV
Santa Cruz,CL
Santa Cruz,JM
Santa Elena,MX
Santa Elena,PH
Santa Elena,EC
Santa Elena,SV
Santa Elena,AR
Santa Eulalia,PE
Santa Eulalia,GT
Santa Fe,US
Santa Fe,PH
Santa Isabel,MX
Santa Isabel,AR
Santa Isabel,PR
Santa Isabel,BR
Santa Lucia,ES
Santa Lucia,CO
Santa Lucia,PH
Santa Lucia,UY
Santa Lucia,AR
Santa Lucia,EC
Santa Lucia,HN
Santa Lucia,PE
Santa Magdalena,PH
Santa Magdalena,AR
Santa Maria,PY
Santa Maria,PE
Santa Maria,CO
Santa Maria,US
Santa Maria,BR
Santa Maria,CV
Santa Maria,PH
Santa Maria,RO
Santa Marta,ES
Santa Marta,CO
Santa Marta,PA
Santa Monica,PH
Santa Monica,BR
Santa Monica,US
Santa Rita,BO
Santa Rita,PH
Santa Rita,BR
Santa Rita,PY
Santa Rita,VE
Santa Rita,HN
Santa Rosa,EC
Santa Rosa,BO
Santa Rosa,US
Santa Rosa,UY
Santa Rosa,CO
Santa Rosa,AR
Santa Rosa,BR
Santa Rosa,PE
Santa Rosa,PH
Santa Rosa,PY
Santa Rosa de Lima,GT
Santa Rosa de Lima,SV
Santa Rosa de Viterbo,CO
Santa Rosa de Viterbo,BR
Santa Teresa,NI
Santa Teresa,US
Santa Teresa,MX
Santa Teresa,BR
Santa Teresa,PH
Santa Teresa,VE
Santana,RO
Santana,PT
Santana,BR
Santana,CO
Santander,ES
Santander,PH
Santarem,PT
Santarem,BR
Santiago,BR
Santiago,CO
Santiago,CL
Santiago,MX
Santiago,PH
Santiago,PY
Santiago,CR
Santiago,PE
Santo Andre,BR
Santo Andre,PT
Santo Domingo,PR
Santo Domingo,DO
Santo Domingo,CR
Santo Domingo,CU
Santo Domingo,NI
Santo Domingo,PH
Santo Domingo,CO
Santo Tomas,CO
Santo Tomas,NI
Santo Tomas,SV
Santo Tomas,PE
Santo Tomas,PH
Santo Tome,AR
Santo Tome,ES
Sao Joao,BR
Sao Joao,PT
Sao Pedro do Sul,PT
Sao Pedro do Sul,BR
Sao Roque,PT
Sao Roque,BR
Sao Tome,BR
Sao Tome,ST
Sao Vicente,PT
Sao Vicente,BR
Savigny,FR
Savigny,CH
Saxon,CH
Saxon,US
Sayat,TM
Sayat,FR
Sayda,DE
Sayda,PS
Scarborough,TT
Scarborough,GB
Scarborough,US
Scarborough,AU
Schmitten,DE
Schmitten,CH
Scottsdale,US
Scottsdale,AU
Seacliff,US
Seacliff,AU
Seaford,GB
Seaford,AU
Seaford,US
Seaton,GB
Seaton,AU
Sebastopol,US
Sebastopol,MU
Sebastopol,AU
Seedorf,CH
Seedorf,DE
Segovia,CO
Segovia,ES
Selah,US
Selah,TR
Selkirk,GB
Selkirk,CA
Sellye,SK
Sellye,HU
Selva,IT
Selva,ES
Sergeyevka,KZ
Sergeyevka,UA
Sergeyevka,RU
Serra,BR
Serra,ES
Seversk,RU
Seversk,UA
Sevilla,ES
Sevilla,CO
Shahpur,IN
Shahpur,PK
Shakhtersk,RU
Shakhtersk,UA
Shatsk,UA
Shatsk,RU
Sheffield,US
Sheffield,GB
Shelburne,CA
Shelburne,US
Shelley,GB
Shelley,US
Shikarpur,PK
Shikarpur,IN
Shirley,US
Shirley,GB
Shrewsbury,GB
Shrewsbury,US
Silao,IN
Silao,MX
Silvania,CO
Silvania,BR
Sindi,EE
Sindi,IN
Sinnar,SD
Sinnar,IN
Sirvan,TR
Sirvan,AZ
Skala,GR
Skala,PL
Slatina,HR
Slatina,RO
Slatino,UA
Slatino,MK
Sloboda,RU
Sloboda,UA
Slobozia,MD
Slobozia,RO
Smithfield,US
Smithfield,AU
Smithton,US
Smithton,AU
Sobotka,PL
Sobotka,CZ
Sobrado,PT
Sobrado,ES
Socorro,US
Socorro,BR
Socorro,CO
Socorro,PH
Soest,NL
Soest,DE
Solano,PH
Solano,CO
Soledad,CO
Soledad,PH
Soledad,US
Solsona,PH
Solsona,ES
Soma,TR
Soma,GM
Somerton,GB
Somerton,US
Somerville,AU
Somerville,US
Sona,RO
Sona,PA
Sona,IT
Soro,DK
Soro,IN
Sosnovka,KG
Sosnovka,RU
Souillac,FR
Souillac,MU
Soure,PT
Soure,BR
Southampton,GB
Southampton,US
Southfield,US
Southfield,JM
Southgate,GB
Southgate,US
Southport,US
Southport,AU
Southport,GB
Spasskoye,RU
Spasskoye,UA
Spay,DE
Spay,FR
Speicher,CH
Speicher,DE
Spring,RO
Spring,US
Spring Hill,AU
Spring Hill,US
Springhill,US
Springhill,CA
Springs,ZA
Springs,US
Stafford,US
Stafford,GB
Stamford,US
Stamford,GB
Stanley,FK
Stanley,GB
Stanley,US
Star,RU
Star,US
Stauceni,RO
Stauceni,MD
Staufen,DE
Staufen,CH
Stefan Voda,MD
Stefan Voda,RO
Stein,CH
Stein,NL
Steinbach,DE
Steinbach,CA
Steinen,CH
Steinen,DE
Steinhausen,CH
Steinhausen,DE
Stephenville,CA
Stephenville,US
Stirling,GB
Stirling,AU
Stitar,RS
Stitar,HR
Strasburg,US
Strasburg,DE
Stratford,US
Stratford,CA
Strathmore,CA
Strathmore,US
Stroud,US
Stroud,GB
Stuttgart,US
Stuttgart,DE
Suarez,CO
Suarez,PR
Subiaco,AU
Subiaco,IT
Sucre,CO
Sucre,EC
Sucre,BO
Sudbury,GB
Sudbury,US
Sula,HN
Sula,PH
Summerside,US
Summerside,CA
Sunbury,US
Sunbury,AU
Sunderland,GB
Sunderland,US
Sunset Beach,US
Sunset Beach,ZA
Sussex,CA
Sussex,US
Sutton,US
Sutton,GB
Sutton,CA
Swansea,GB
Swansea,US
Sydney,CA
Sydney,AU
Sylva,RU
Sylva,US
Tabio,PH
Tabio,CO
Tabuk,SA
Tabuk,PH
Taft,PH
Taft,US
Taft,IR
Taiping,CN
Taiping,MY
Tal,PK
Tal,IN
Tala,MX
Tala,EG
Tala,UY
Tala,PH
Talas,KG
Talas,TR
Talavera,PH
Talavera,PE
Taltal,PH
Taltal,CL
Tamara,CO
Tamara,HN
Tamasi,HU
Tamasi,RO
Tamayo,PH
Tamayo,DO
Tambo,PE
Tambo,PH
Tamboril,BR
Tamboril,DO
Tamworth,GB
Tamworth,AU
Tamworth,US
Tanda,IN
Tanda,EG
Tanda,CI
Tangua,CO
Tangua,BR
Tann,DE
Tann,CH
Tanque,ES
Tanque,PH
Tara,RU
Tara,PH
Tarata,BO
Tarata,PE
Tarragona,ES
Tarragona,PH
Taunton,US
Taunton,GB
Tavares,US
Tavares,BR
Telford,GB
Telford,US
Temirtau,RU
Temirtau,KZ
Ternate,ID
Ternate,PH
Ternate,IT
Teruel,ES
Teruel,CO
Teulada,IT
Teulada,ES
Thompson,CA
Thompson,US
Thurso,CA
Thurso,GB
Tiburon,US
Tiburon,HT
Tipton,US
Tipton,GB
Tiverton,US
Tiverton,GB
Toledo,BR
Toledo,CO
Toledo,PH
Toledo,AR
Toledo,UY
Toledo,ES
Toledo,US
Tolosa,ES
Tolosa,PH
Topsham,US
Topsham,GB
Toro,CO
Toro,ES
Toronto,US
Toronto,CA
Torquay,GB
Torquay,AU
Torrijos,ES
Torrijos,PH
Tortosa,ES
Tortosa,PH
Trento,PH
Trento,IT
Tres Rios,CR
Tres Rios,BR
Trinidad,CO
Trinidad,PY
Trinidad,HN
Trinidad,PH
Trinidad,US
Trinidad,CU
Trinidad,UY
Tripoli,LB
Tripoli,LY
Tripoli,GR
Trois-Rivieres,GP
Trois-Rivieres,CA
Trujillo,HN
Trujillo,CO
Trujillo,VE
Trujillo,ES
Trujillo,PE
Truro,US
Truro,GB
Truro,CA
Tuban,ID
Tuban,PH
Tudela,ES
Tudela,PH
Tula,MX
Tula,RU
Tulsipur,IN
Tulsipur,NP
Tura,RU
Tura,HU
Tura,IN
Turan,RU
Turan,VN
Tuzla,RO
Tuzla,BA
Uba,NG
Uba,BR
Uglegorsk,RU
Uglegorsk,UA
Ula,TR
Ula,IN
Ula,PH
Uman,MX
Uman,UA
Umarkot,IN
Umarkot,PK
Una,IN
Una,BR
Ungheni,MD
Ungheni,RO
Union,AR
Union,US
Union,PH
Urbana,IT
Urbana,US
Uri,IN
Uri,HU
Uri,IT
Uspenka,RU
Uspenka,UA
Utica,US
Utica,CO
Utrecht,NL
Utrecht,ZA
Vacha,RU
Vacha,DE
Vad,RU
Vad,RO
Valdez,US
Valdez,EC
Valdivia,CO
Valdivia,CL
Valencia,VE
Valencia,PH
Valencia,CO
Valencia,US
Valencia,ES
Valenza,PT
Valenza,IT
Valga,ES
Valga,EE
Valladolid,MX
Valladolid,ES
Valle Hermoso,MX
Valle Hermoso,PH
Valle Hermoso,AR
Valley,GB
Valley,US
Valley,DE
Valparaiso,MX
Valparaiso,CO
Valparaiso,CL
Valparaiso,US
Valparaiso,BR
Valverde,IT
Valverde,ES
Van,TR
Van,US
Vancouver,US
Vancouver,CA
Varna,BG
Varna,IT
Varna,RU
Vera,ES
Vera,AR
Veracruz,MX
Veracruz,PA
Verdun,FR
Verdun,MU
Vergara,CO
Vergara,UY
Vermilion,CA
Vermilion,US
Vernon,FR
Vernon,CA
Vernon,US
Verona,US
Verona,IT
Versailles,US
Versailles,FR
Vescovato,IT
Vescovato,FR
Victoria,CL
Victoria,SC
Victoria,CO
Victoria,CA
Victoria,HN
Victoria,RO
Victoria,GD
Victoria,US
Victoria,MX
Victoria,GB
Victoria,SV
Victoria,PH
Victoria,AR
Victoria,MT
Victoria,MY
Vidor,IT
Vidor,US
Vienna,US
Vienna,AT
Vigo,ES
Vigo,PH
Villa Elisa,PY
Villa Elisa,AR
Villa Nueva,GT
Villa Nueva,AR
Villa Nueva,HN
Villa Rica,US
Villa Rica,CO
Villa Rica,PE
Villa del Rosario,CO
Villa del Rosario,AR
Villahermosa,ES
Villahermosa,PH
Villahermosa,CO
Villahermosa,MX
Villalba,PR
Villalba,IT
Villamar,IT
Villamar,MX
Villanueva,HN
Villanueva,PH
Villanueva,CO
Villanueva,MX
Villarosa,IT
Villarosa,PH
Villarrica,CO
Villarrica,CL
Villarrica,PY
Villavieja,CO
Villavieja,ES
Villeneuve,FR
Villeneuve,CH
Vincennes,FR
Vincennes,US
Virden,CA
Virden,US
Virginia,ZA
Virginia,US
Viseu,PT
Viseu,BR
Vista Alegre,PA
Vista Alegre,PH
Vista Alegre,AR
Vista Hermosa,CO
Vista Hermosa,MX
Vista Hermosa,PA
Viterbo,IT
Viterbo,CO
Volovo,RU
Volovo,UA
Wageningen,SR
Wageningen,NL
Wakefield,GB
Wakefield,JM
Wakefield,CA
Wakefield,US
Wald,DE
Wald,CH
Waldkirch,CH
Waldkirch,DE
Wales,US
Wales,GB
Wallingford,GB
Wallingford,US
Walnut Grove,US
Walnut Grove,CA
Waltham,GB
Waltham,US
Wamba,CD
Wamba,NG
Wangen,CH
Wangen,DE
Ware,GB
Ware,US
Warrenton,US
Warrenton,ZA
Warrington,GB
Warrington,US
Warsaw,PL
Warsaw,US
Warwick,AU
Warwick,CA
Warwick,US
Warwick,GB
Washington,GB
Washington,US
Waterford,IE
Waterford,US
Waterloo,US
Waterloo,CA
Waterloo,BE
Waterloo,SL
Wau,PG
Wau,SS
Wawa,NG
Wawa,PH
Weimar,US
Weimar,DE
Wellington,GB
Wellington,NZ
Wellington,IN
Wellington,US
Wellington,AU
Wells,US
Wells,GB
West End,BS
West End,GB
West End,US
West Melbourne,AU
West Melbourne,US
Westbrook,US
Westbrook,AU
Westbury,US
Westbury,AU
Westport,NZ
Westport,IE
Westport,US
Weymouth,GB
Weymouth,US
White Rock,US
White Rock,CA
Whitefield,US
Whitefield,GB
Willaston,GB
Willaston,AU
Willemstad,CW
Willemstad,NL
Williamstown,AU
Williamstown,US
Winchester,US
Winchester,GB
Windermere,US
Windermere,GB
Windsor,AU
Windsor,GB
Windsor,CA
Windsor,US
Wingate,US
Wingate,GB
Winslow,GB
Winslow,US
Winton,US
Winton,NZ
Woodbridge,US
Woodbridge,GB
Woodridge,AU
Woodridge,US
Woodside,US
Woodside,AU
Woodstock,GB
Woodstock,US
Woodstock,CA
Woodville,US
Woodville,AU
Worcester,US
Worcester,GB
Worcester,ZA
Worth,US
Worth,DE
Wright,PH
Wright,US
Yala,KE
Yala,TH
Yanggu,KR
Yanggu,CN
Yarmouth,CA
Yarmouth,US
Yeadon,GB
Yeadon,US
Yilan,TW
Yilan,CN
York,US
York,GB
York,AU
Young,UY
Young,AU
Zagora,MA
Zagora,GR
Zambrano,HN
Zambrano,CO
Zamora,ES
Zamora,HN
Zamora,EC
Zaragoza,CO
Zaragoza,GT
Zaragoza,ES
Zaragoza,PH
Zaragoza,MX
Zaragoza,SV
Zarand,RO
Zarand,IR
Zarya,UA
Zarya,RU
Zavodskoy,RU
Zavodskoy,KZ
Zeeland,US
Zeeland,NL
Zell,DE
Zell,CH
Zlynka,RU
Zlynka,UA
Zomba,HU
Zomba,MW
Zwijndrecht,NL
Zwijndrecht,BE
